texto_original,texto_limpo,tokens,comentarios,likes,compartilhamentos,repostagens,total,data_hora,author_handle,author_displayName,image_ref
"Luigi Mangione, the accused killer of UnitedHealth executive Brian Thompson, is represented by Thomas Dickey, a small-town attorney who has a reputation of going to the mat for his clients",luigi mangione accused killer unitedhealth executive brian thompson represented thomas dickey smalltown attorney reputation going mat clients,"['luigi', 'mangione', 'accused', 'killer', 'unitedhealth', 'executive', 'brian', 'thompson', 'represented', 'thomas', 'dickey', 'smalltown', 'attorney', 'reputation', 'going', 'mat', 'clients']",9,86,14,3,112,2024-12-12T00:45:03.448Z,wsj.com,The Wall Street Journal,False
"Dozens of mysterious drones have appeared in the skies over New Jersey in recent weeks, perplexing state and federal officials and agitating residents",dozens mysterious drones appeared skies new jersey recent weeks perplexing state federal officials agitating residents,"['dozens', 'mysterious', 'drones', 'appeared', 'skies', 'new', 'jersey', 'recent', 'weeks', 'perplexing', 'state', 'federal', 'officials', 'agitating', 'residents']",8,32,8,8,56,2024-12-12T00:15:02.646Z,wsj.com,The Wall Street Journal,False
The House approved a nearly $900 billion defense-policy bill that includes a provision that would block some transgender medical care for minors covered by the military’s healthcare program,house approved nearly billion defensepolicy bill includes provision would block transgender medical care minors covered militarys healthcare program,"['house', 'approved', 'nearly', 'billion', 'defensepolicy', 'bill', 'includes', 'provision', 'would', 'block', 'transgender', 'medical', 'care', 'minors', 'covered', 'militarys', 'healthcare', 'program']",8,34,9,1,52,2024-12-11T23:45:03.054Z,wsj.com,The Wall Street Journal,False
"What we know about Luigi Mangione, his possible motivations, and the public rage that has bubbled up as the search continued. 

🎧 WSJ’s Joshua Chaffin on the suspect charged in the killing of UnitedHealth executive Brian Thompson: https://on.wsj.com/49xxX3f",know luigi mangione possible motivations public rage bubbled search continued wsjs joshua chaffin suspect charged killing unitedhealth executive brian thompson,"['know', 'luigi', 'mangione', 'possible', 'motivations', 'public', 'rage', 'bubbled', 'search', 'continued', 'wsjs', 'joshua', 'chaffin', 'suspect', 'charged', 'killing', 'unitedhealth', 'executive', 'brian', 'thompson']",17,32,6,2,57,2024-12-11T23:13:03.258Z,wsj.com,The Wall Street Journal,True
Sotheby’s is laying off more than 100 people. The auction house’s cuts cap a gloomy year for the art market overall.,sothebys laying people auction houses cuts cap gloomy year art market overall,"['sothebys', 'laying', 'people', 'auction', 'houses', 'cuts', 'cap', 'gloomy', 'year', 'art', 'market', 'overall']",12,30,17,2,61,2024-12-11T22:20:05.759Z,wsj.com,The Wall Street Journal,False
"The federal government is banning a toxic dry-cleaning chemical, leading people to wonder whether it’s safe to dry clean their clothes. Should you be worried?",federal government banning toxic drycleaning chemical leading people wonder whether safe dry clean clothes worried,"['federal', 'government', 'banning', 'toxic', 'drycleaning', 'chemical', 'leading', 'people', 'wonder', 'whether', 'safe', 'dry', 'clean', 'clothes', 'worried']",6,29,7,0,42,2024-12-11T21:56:03.358Z,wsj.com,The Wall Street Journal,False
"David Bonderman, the billionaire co-founder of private-equity firm TPG, died on Wednesday at the age of 82",david bonderman billionaire cofounder privateequity firm tpg died wednesday age,"['david', 'bonderman', 'billionaire', 'cofounder', 'privateequity', 'firm', 'tpg', 'died', 'wednesday', 'age']",6,18,2,1,27,2024-12-11T21:24:02.347Z,wsj.com,The Wall Street Journal,False
"For tech and AI talent, jobs at financial services companies are more desirable than they have ever been. Banks have been working hard to make it happen.",tech ai talent jobs financial services companies desirable ever banks working hard make happen,"['tech', 'ai', 'talent', 'jobs', 'financial', 'services', 'companies', 'desirable', 'ever', 'banks', 'working', 'hard', 'make', 'happen']",2,13,1,2,18,2024-12-11T20:25:05.650Z,wsj.com,The Wall Street Journal,False
FBI Director Christopher Wray is stepping down after President-elect Donald Trump made it clear he would fire him in favor of a loyalist trib.al/QwutyLX,fbi director christopher wray stepping presidentelect donald trump made clear would fire favor loyalist tribalqwutylx,"['fbi', 'director', 'christopher', 'wray', 'stepping', 'presidentelect', 'donald', 'trump', 'made', 'clear', 'would', 'fire', 'favor', 'loyalist', 'tribalqwutylx']",12,29,11,12,64,2024-12-11T19:20:32.957Z,wsj.com,The Wall Street Journal,True
"Eric Adams, the Democratic New York City mayor, has been in touch with Donald Trump, seeking areas in which the city and Washington can work together. Not everyone loves this.",eric adams democratic new york city mayor touch donald trump seeking areas city washington work together everyone loves,"['eric', 'adams', 'democratic', 'new', 'york', 'city', 'mayor', 'touch', 'donald', 'trump', 'seeking', 'areas', 'city', 'washington', 'work', 'together', 'everyone', 'loves']",13,19,9,7,48,2024-12-11T19:13:02.856Z,wsj.com,The Wall Street Journal,False
Hopefuls are vying to land a position with Elon Musk’s and Vivek Ramaswamy’s government-efficiency department—even though it comes with an 80-hour workweek and no pay. 🔗 https://on.wsj.com/4gwTagf,hopefuls vying land position elon musks vivek ramaswamys governmentefficiency departmenteven though comes hour workweek pay,"['hopefuls', 'vying', 'land', 'position', 'elon', 'musks', 'vivek', 'ramaswamys', 'governmentefficiency', 'departmenteven', 'though', 'comes', 'hour', 'workweek', 'pay']",25,16,5,13,59,2024-12-11T18:04:03.151Z,wsj.com,The Wall Street Journal,True
"David Sacks, Donald Trump’s pick for AI and crypto czar, made his money with bets on Uber and other startups. He made his reputation with strong conservative views.",david sacks donald trumps pick ai crypto czar made money bets uber startups made reputation strong conservative views,"['david', 'sacks', 'donald', 'trumps', 'pick', 'ai', 'crypto', 'czar', 'made', 'money', 'bets', 'uber', 'startups', 'made', 'reputation', 'strong', 'conservative', 'views']",4,12,3,0,19,2024-12-11T17:00:10.453Z,wsj.com,The Wall Street Journal,False
"In less than two weeks, Syrian rebel groups retook the country from President Bashar al-Assad. Here’s how it happened – and what might come next.",less two weeks syrian rebel groups retook country president bashar alassad heres happened might come next,"['less', 'two', 'weeks', 'syrian', 'rebel', 'groups', 'retook', 'country', 'president', 'bashar', 'alassad', 'heres', 'happened', 'might', 'come', 'next']",5,27,3,0,35,2024-12-11T16:25:02.959Z,wsj.com,The Wall Street Journal,False
How close is AI to building a catastrophic bioweapon—or causing other superhuman damage? Anthropic’s Frontier Red Team is one team assessing the risks.,close ai building catastrophic bioweaponor causing superhuman damage anthropics frontier red team one team assessing risks,"['close', 'ai', 'building', 'catastrophic', 'bioweaponor', 'causing', 'superhuman', 'damage', 'anthropics', 'frontier', 'red', 'team', 'one', 'team', 'assessing', 'risks']",2,20,6,1,29,2024-12-11T15:25:06.759Z,wsj.com,The Wall Street Journal,False
Two of America's top real-estate agents were arrested following sexual assault allegations that sent shock waves through the luxury real-estate world,two americas top realestate agents arrested following sexual assault allegations sent shock waves luxury realestate world,"['two', 'americas', 'top', 'realestate', 'agents', 'arrested', 'following', 'sexual', 'assault', 'allegations', 'sent', 'shock', 'waves', 'luxury', 'realestate', 'world']",9,35,7,2,53,2024-12-11T15:11:59.947Z,wsj.com,The Wall Street Journal,False
Luigi Mangione’s transformation from promising student to accused murderer didn’t happen overnight. A look at his activities shows that threads of his life had been fraying in parallel.,luigi mangiones transformation promising student accused murderer didnt happen overnight look activities shows threads life fraying parallel,"['luigi', 'mangiones', 'transformation', 'promising', 'student', 'accused', 'murderer', 'didnt', 'happen', 'overnight', 'look', 'activities', 'shows', 'threads', 'life', 'fraying', 'parallel']",29,31,6,3,69,2024-12-11T14:41:02.657Z,wsj.com,The Wall Street Journal,False
Exclusive: A bill to force health insurers to divest their pharmacy businesses is set to be introduced by a bipartisan group of senators,exclusive bill force health insurers divest pharmacy businesses set introduced bipartisan group senators,"['exclusive', 'bill', 'force', 'health', 'insurers', 'divest', 'pharmacy', 'businesses', 'set', 'introduced', 'bipartisan', 'group', 'senators']",11,158,28,3,200,2024-12-11T13:03:40.353Z,wsj.com,The Wall Street Journal,False
"President-elect Donald Trump announced on social media that any company investing $1 billion or more “will receive fully expedited approvals and permits, including...all Environmental approvals.”",presidentelect donald trump announced social media company investing billion receive fully expedited approvals permits includingall environmental approvals,"['presidentelect', 'donald', 'trump', 'announced', 'social', 'media', 'company', 'investing', 'billion', 'receive', 'fully', 'expedited', 'approvals', 'permits', 'includingall', 'environmental', 'approvals']",31,59,15,8,113,2024-12-11T01:14:02.762Z,wsj.com,The Wall Street Journal,False
"A new report moves the government closer to recommending Americans limit red meat, eat more beans, and cast a wary eye on ultraprocessed foods",new report moves government closer recommending americans limit red meat eat beans cast wary eye ultraprocessed foods,"['new', 'report', 'moves', 'government', 'closer', 'recommending', 'americans', 'limit', 'red', 'meat', 'eat', 'beans', 'cast', 'wary', 'eye', 'ultraprocessed', 'foods']",23,103,25,3,154,2024-12-11T00:43:03.146Z,wsj.com,The Wall Street Journal,False
"A tour of deposed Syrian dictator Bashar al-Assad’s former home, office and underground bunker affords a look into his last days",tour deposed syrian dictator bashar alassads former home office underground bunker affords look last days,"['tour', 'deposed', 'syrian', 'dictator', 'bashar', 'alassads', 'former', 'home', 'office', 'underground', 'bunker', 'affords', 'look', 'last', 'days']",3,30,7,0,40,2024-12-11T00:13:03.150Z,wsj.com,The Wall Street Journal,False
"Markets are booming, but the investments and bets that disproportionately draw young men are leaving everything else in the dust",markets booming investments bets disproportionately draw young men leaving everything else dust,"['markets', 'booming', 'investments', 'bets', 'disproportionately', 'draw', 'young', 'men', 'leaving', 'everything', 'else', 'dust']",9,40,7,6,62,2024-12-10T23:49:03.249Z,wsj.com,The Wall Street Journal,False
Retirees often think they can make some easy money by starting a consulting business. Here’s what they need to know first.,retirees often think make easy money starting consulting business heres need know first,"['retirees', 'often', 'think', 'make', 'easy', 'money', 'starting', 'consulting', 'business', 'heres', 'need', 'know', 'first']",2,27,3,0,32,2024-12-10T23:00:03.848Z,wsj.com,The Wall Street Journal,False
"GM scrapped its Cruise robotaxi program, citing the time and costs needed to scale the business and rising competition",gm scrapped cruise robotaxi program citing time costs needed scale business rising competition,"['gm', 'scrapped', 'cruise', 'robotaxi', 'program', 'citing', 'time', 'costs', 'needed', 'scale', 'business', 'rising', 'competition']",4,30,1,3,38,2024-12-10T22:19:03.052Z,wsj.com,The Wall Street Journal,False
RFK Jr. wants to remake the food and farming sectors. His allies are worried Trump's nominee for agriculture secretary might be reluctant to pursue wholesale changes.,rfk jr wants remake food farming sectors allies worried trumps nominee agriculture secretary might reluctant pursue wholesale changes,"['rfk', 'jr', 'wants', 'remake', 'food', 'farming', 'sectors', 'allies', 'worried', 'trumps', 'nominee', 'agriculture', 'secretary', 'might', 'reluctant', 'pursue', 'wholesale', 'changes']",8,17,6,2,33,2024-12-10T21:56:02.457Z,wsj.com,The Wall Street Journal,False
What we know about Luigi Mangione’s time on the lam,know luigi mangiones time lam,"['know', 'luigi', 'mangiones', 'time', 'lam']",4,21,5,2,32,2024-12-10T21:20:03.263Z,wsj.com,The Wall Street Journal,False
"Wall Street firms are investing billions of dollars in single-family rental homes, targeting millennials and others priced out of the home-buying market",wall street firms investing billions dollars singlefamily rental homes targeting millennials others priced homebuying market,"['wall', 'street', 'firms', 'investing', 'billions', 'dollars', 'singlefamily', 'rental', 'homes', 'targeting', 'millennials', 'others', 'priced', 'homebuying', 'market']",10,25,11,6,52,2024-12-10T20:25:02.749Z,wsj.com,The Wall Street Journal,False
"The UnitedHealth murder suspect had an outburst before entering a courthouse, appearing to shout “it’s an insult to the intelligence of the American people”",unitedhealth murder suspect outburst entering courthouse appearing shout insult intelligence american people,"['unitedhealth', 'murder', 'suspect', 'outburst', 'entering', 'courthouse', 'appearing', 'shout', 'insult', 'intelligence', 'american', 'people']",7,37,5,1,50,2024-12-10T20:09:11.057Z,wsj.com,The Wall Street Journal,False
"Heard on the Street: Taxes are for little people, but soon we'll all be able to avoid them almost like the rich and famous",heard street taxes little people soon well able avoid almost like rich famous,"['heard', 'street', 'taxes', 'little', 'people', 'soon', 'well', 'able', 'avoid', 'almost', 'like', 'rich', 'famous']",7,20,5,2,34,2024-12-10T20:06:32.159Z,wsj.com,The Wall Street Journal,False
"The suspect in the UnitedHealth executive’s shooting was caught on surveillance camera leaving a Manhattan hostel about an hour before the killing wearing the same attire as the shooter, according to the arrest warrant",suspect unitedhealth executives shooting caught surveillance camera leaving manhattan hostel hour killing wearing attire shooter according arrest warrant,"['suspect', 'unitedhealth', 'executives', 'shooting', 'caught', 'surveillance', 'camera', 'leaving', 'manhattan', 'hostel', 'hour', 'killing', 'wearing', 'attire', 'shooter', 'according', 'arrest', 'warrant']",3,18,2,0,23,2024-12-10T18:04:02.656Z,wsj.com,The Wall Street Journal,False
"When the regime of Bashar al-Assad collapsed over the weekend, Damascus slipped into a power vacuum. Rebel forces are now trying to restore order.",regime bashar alassad collapsed weekend damascus slipped power vacuum rebel forces trying restore order,"['regime', 'bashar', 'alassad', 'collapsed', 'weekend', 'damascus', 'slipped', 'power', 'vacuum', 'rebel', 'forces', 'trying', 'restore', 'order']",3,22,3,0,28,2024-12-10T17:00:04.365Z,wsj.com,The Wall Street Journal,False
"An aging city in China, where roughly a third of the population is 60 or above, offers a view of the nation’s future",aging city china roughly third population offers view nations future,"['aging', 'city', 'china', 'roughly', 'third', 'population', 'offers', 'view', 'nations', 'future']",5,26,9,0,40,2024-12-10T16:25:02.661Z,wsj.com,The Wall Street Journal,False
The departure of Syria’s Bashar al-Assad is the latest strategic catastrophe that will force Iran to rethink decades-old security policies,departure syrias bashar alassad latest strategic catastrophe force iran rethink decadesold security policies,"['departure', 'syrias', 'bashar', 'alassad', 'latest', 'strategic', 'catastrophe', 'force', 'iran', 'rethink', 'decadesold', 'security', 'policies']",2,39,5,0,46,2024-12-10T15:25:03.159Z,wsj.com,The Wall Street Journal,False
"He was a product of wealth and elite schools, and recently seemed estranged from friends and family. An early portrait of the UnitedHealth suspect.",product wealth elite schools recently seemed estranged friends family early portrait unitedhealth suspect,"['product', 'wealth', 'elite', 'schools', 'recently', 'seemed', 'estranged', 'friends', 'family', 'early', 'portrait', 'unitedhealth', 'suspect']",16,34,6,1,57,2024-12-10T14:41:02.954Z,wsj.com,The Wall Street Journal,False
The least-educated Americans between the ages of 16 and 65 are falling behind on basic skills compared with workers in other rich countries,leasteducated americans ages falling behind basic skills compared workers rich countries,"['leasteducated', 'americans', 'ages', 'falling', 'behind', 'basic', 'skills', 'compared', 'workers', 'rich', 'countries']",19,78,33,11,141,2024-12-10T13:30:03.758Z,wsj.com,The Wall Street Journal,False
Watch: New York City Police Commissioner Jessica Tisch named 26-year-old Luigi Mangione as the person of interest in the UnitedHealth shooting. He was arrested on firearms charges after being spotted in a McDonald's in Pennsylvania.,watch new york city police commissioner jessica tisch named yearold luigi mangione person interest unitedhealth shooting arrested firearms charges spotted mcdonalds pennsylvania,"['watch', 'new', 'york', 'city', 'police', 'commissioner', 'jessica', 'tisch', 'named', 'yearold', 'luigi', 'mangione', 'person', 'interest', 'unitedhealth', 'shooting', 'arrested', 'firearms', 'charges', 'spotted', 'mcdonalds', 'pennsylvania']",14,39,11,3,67,2024-12-09T23:12:04.011Z,wsj.com,The Wall Street Journal,False
"Lara Trump wants to be the next U.S. senator from Florida, and she has a powerful advocate in her corner: her father-in-law",lara trump wants next us senator florida powerful advocate corner fatherinlaw,"['lara', 'trump', 'wants', 'next', 'us', 'senator', 'florida', 'powerful', 'advocate', 'corner', 'fatherinlaw']",42,30,9,11,92,2024-12-09T22:49:02.901Z,wsj.com,The Wall Street Journal,False
"Following the collapse of the Assad regime in Syria and the release of prisoners there, the U.S. is renewing its push to find Austin Tice, an American who disappeared in the country 12 years ago",following collapse assad regime syria release prisoners us renewing push find austin tice american disappeared country years ago,"['following', 'collapse', 'assad', 'regime', 'syria', 'release', 'prisoners', 'us', 'renewing', 'push', 'find', 'austin', 'tice', 'american', 'disappeared', 'country', 'years', 'ago']",0,46,10,0,56,2024-12-09T22:19:02.301Z,wsj.com,The Wall Street Journal,False
Billionaire Ken Griffin isn’t alone. Wealthy homeowners in the Windy City are selling at a loss—and looking for someone to blame.,billionaire ken griffin isnt alone wealthy homeowners windy city selling lossand looking someone blame,"['billionaire', 'ken', 'griffin', 'isnt', 'alone', 'wealthy', 'homeowners', 'windy', 'city', 'selling', 'lossand', 'looking', 'someone', 'blame']",20,25,2,3,50,2024-12-09T21:56:02.806Z,wsj.com,The Wall Street Journal,False
Canadian Prime Minister Justin Trudeau said Ottawa would retaliate with its own set of tariffs should President-elect Donald Trump follow through on his pledge to slap a 25% levy on imports from Canada,canadian prime minister justin trudeau said ottawa would retaliate set tariffs presidentelect donald trump follow pledge slap levy imports canada,"['canadian', 'prime', 'minister', 'justin', 'trudeau', 'said', 'ottawa', 'would', 'retaliate', 'set', 'tariffs', 'presidentelect', 'donald', 'trump', 'follow', 'pledge', 'slap', 'levy', 'imports', 'canada']",25,337,102,22,486,2024-12-09T21:21:03.006Z,wsj.com,The Wall Street Journal,False
"Tech companies were the clear winners in this year’s Management Top 250 ranking, emerging from a downturn",tech companies clear winners years management top ranking emerging downturn,"['tech', 'companies', 'clear', 'winners', 'years', 'management', 'top', 'ranking', 'emerging', 'downturn']",2,23,2,0,27,2024-12-09T20:25:03.108Z,wsj.com,The Wall Street Journal,False
Police identified the person of interest in the UnitedHealthcare CEO's killing as 26-year-old Luigi Mangione,police identified person interest unitedhealthcare ceos killing yearold luigi mangione,"['police', 'identified', 'person', 'interest', 'unitedhealthcare', 'ceos', 'killing', 'yearold', 'luigi', 'mangione']",14,36,10,5,65,2024-12-09T19:20:57.899Z,wsj.com,The Wall Street Journal,False
"“Dr. Oz” is among Trump nominees who promote vitamins and supplements, a sector expecting a new welcome from the incoming administration. “The industry is getting excited.”",dr oz among trump nominees promote vitamins supplements sector expecting new welcome incoming administration industry getting excited,"['dr', 'oz', 'among', 'trump', 'nominees', 'promote', 'vitamins', 'supplements', 'sector', 'expecting', 'new', 'welcome', 'incoming', 'administration', 'industry', 'getting', 'excited']",12,26,12,3,53,2024-12-09T19:13:03.006Z,wsj.com,The Wall Street Journal,False
McKinsey promoted its smallest group of partners in years as the firm looks to rein in its sprawling leadership structure,mckinsey promoted smallest group partners years firm looks rein sprawling leadership structure,"['mckinsey', 'promoted', 'smallest', 'group', 'partners', 'years', 'firm', 'looks', 'rein', 'sprawling', 'leadership', 'structure']",1,12,1,1,15,2024-12-09T18:42:16.203Z,wsj.com,The Wall Street Journal,False
"More than a conversation starter, sports achievements can be a way to highlight workplace-valued traits, many fitness fans and recruiters say. Just don’t get carried away. https://on.wsj.com/4g5b2yG ",conversation starter sports achievements way highlight workplacevalued traits many fitness fans recruiters say dont get carried away,"['conversation', 'starter', 'sports', 'achievements', 'way', 'highlight', 'workplacevalued', 'traits', 'many', 'fitness', 'fans', 'recruiters', 'say', 'dont', 'get', 'carried', 'away']",6,8,1,3,18,2024-12-09T18:04:03.415Z,wsj.com,The Wall Street Journal,False
A person of interest in the killing of UnitedHealthcare's CEO was taken into custody in Pennsylvania and is being questioned,person interest killing unitedhealthcares ceo taken custody pennsylvania questioned,"['person', 'interest', 'killing', 'unitedhealthcares', 'ceo', 'taken', 'custody', 'pennsylvania', 'questioned']",5,35,7,4,51,2024-12-09T17:18:58.403Z,wsj.com,The Wall Street Journal,False
Former Marine Daniel Penny was found not guilty of homicide in the choking of a homeless man on a New York City subway,former marine daniel penny found guilty homicide choking homeless man new york city subway,"['former', 'marine', 'daniel', 'penny', 'found', 'guilty', 'homicide', 'choking', 'homeless', 'man', 'new', 'york', 'city', 'subway']",5,20,5,3,33,2024-12-09T17:08:51.902Z,wsj.com,The Wall Street Journal,False
How Mexico’s soap-opera tycoons—Grupo Televisa co-CEOs Alfonso de Angoitia and Bernardo Gómez—became the country’s Donald Trump whisperers,mexicos soapopera tycoonsgrupo televisa coceos alfonso de angoitia bernardo gómezbecame countrys donald trump whisperers,"['mexicos', 'soapopera', 'tycoonsgrupo', 'televisa', 'coceos', 'alfonso', 'de', 'angoitia', 'bernardo', 'gómezbecame', 'countrys', 'donald', 'trump', 'whisperers']",1,10,2,1,14,2024-12-09T17:00:35.499Z,wsj.com,The Wall Street Journal,False
"More adults are moving in with their siblings for economic reasons 
🔗 https://on.wsj.com/3BwlErk",adults moving siblings economic reasons,"['adults', 'moving', 'siblings', 'economic', 'reasons']",18,30,3,7,58,2024-12-09T16:25:03.214Z,wsj.com,The Wall Street Journal,True
"New York City prices—already high—are now shocking tourists, leaving them scrambling to reset their itineraries",new york city pricesalready highare shocking tourists leaving scrambling reset itineraries,"['new', 'york', 'city', 'pricesalready', 'highare', 'shocking', 'tourists', 'leaving', 'scrambling', 'reset', 'itineraries']",7,29,3,4,43,2024-12-09T15:25:02.513Z,wsj.com,The Wall Street Journal,False
"“Wicked” followed its big debut at the box office with four Golden Globe nominations, but it was the wildly unorthodox movie musical “Emilia Pérez” that led the pack",wicked followed big debut box office four golden globe nominations wildly unorthodox movie musical emilia pérez led pack,"['wicked', 'followed', 'big', 'debut', 'box', 'office', 'four', 'golden', 'globe', 'nominations', 'wildly', 'unorthodox', 'movie', 'musical', 'emilia', 'pérez', 'led', 'pack']",1,18,3,0,22,2024-12-09T14:41:02.708Z,wsj.com,The Wall Street Journal,False
"In his last hours as Syria’s leader, Bashar al-Assad called for help from Russia, Iran and his own military. After an 11-day blitz by rebels, he learned too late he was out of allies and loyalty.",last hours syrias leader bashar alassad called help russia iran military day blitz rebels learned late allies loyalty,"['last', 'hours', 'syrias', 'leader', 'bashar', 'alassad', 'called', 'help', 'russia', 'iran', 'military', 'day', 'blitz', 'rebels', 'learned', 'late', 'allies', 'loyalty']",3,56,6,2,67,2024-12-09T14:03:12.413Z,wsj.com,The Wall Street Journal,False
"China opened an antitrust investigation into Nvidia, a week after the U.S. placed more export controls on Beijing’s access to high-end semiconductors",china opened antitrust investigation nvidia week us placed export controls beijings access highend semiconductors,"['china', 'opened', 'antitrust', 'investigation', 'nvidia', 'week', 'us', 'placed', 'export', 'controls', 'beijings', 'access', 'highend', 'semiconductors']",1,15,9,1,26,2024-12-09T14:01:02.004Z,wsj.com,The Wall Street Journal,False
A Stanford student and a Uyghur activist are among those who waged a long battle to get attention from Washington for family members jailed in China,stanford student uyghur activist among waged long battle get attention washington family members jailed china,"['stanford', 'student', 'uyghur', 'activist', 'among', 'waged', 'long', 'battle', 'get', 'attention', 'washington', 'family', 'members', 'jailed', 'china']",1,33,7,0,41,2024-12-09T11:45:02.706Z,wsj.com,The Wall Street Journal,False
"Our reviewers select their favorites, and dozens of newsmakers tell us about the books that mattered in a tumultuous year",reviewers select favorites dozens newsmakers tell us books mattered tumultuous year,"['reviewers', 'select', 'favorites', 'dozens', 'newsmakers', 'tell', 'us', 'books', 'mattered', 'tumultuous', 'year']",1,21,2,0,24,2024-12-09T11:24:02.705Z,wsj.com,The Wall Street Journal,False
"The hacker sent a message: “I really want to play you in chess.” 

It was just another day for Brian Krebs, who works from a secret location to expose the dangerous world of cybercrime.",hacker sent message really want play chess another day brian krebs works secret location expose dangerous world cybercrime,"['hacker', 'sent', 'message', 'really', 'want', 'play', 'chess', 'another', 'day', 'brian', 'krebs', 'works', 'secret', 'location', 'expose', 'dangerous', 'world', 'cybercrime']",1,58,9,1,69,2024-12-09T10:19:03.103Z,wsj.com,The Wall Street Journal,False
Stumped on a gift for someone who has everything? Tips from columnist @nicnguyen.bsky.social on giving a creative digital gift—and making it feel special,stumped gift someone everything tips columnist nicnguyenbskysocial giving creative digital giftand making feel special,"['stumped', 'gift', 'someone', 'everything', 'tips', 'columnist', 'nicnguyenbskysocial', 'giving', 'creative', 'digital', 'giftand', 'making', 'feel', 'special']",0,17,1,1,19,2024-12-09T03:46:03.005Z,wsj.com,The Wall Street Journal,False
"Young men hold a disproportionate share of risky and volatile investments. 

Right now, they are hitting pay dirt. 🔗https://on.wsj.com/4f8747n",young men hold disproportionate share risky volatile investments right hitting pay dirt,"['young', 'men', 'hold', 'disproportionate', 'share', 'risky', 'volatile', 'investments', 'right', 'hitting', 'pay', 'dirt']",10,30,5,6,51,2024-12-09T01:45:02.911Z,wsj.com,The Wall Street Journal,True
"Trump's transition team is drafting several versions of his promised executive order to curtail automatic citizenship for anyone born in the U.S., as his aides prepare for an expanded legal fight",trumps transition team drafting several versions promised executive order curtail automatic citizenship anyone born us aides prepare expanded legal fight,"['trumps', 'transition', 'team', 'drafting', 'several', 'versions', 'promised', 'executive', 'order', 'curtail', 'automatic', 'citizenship', 'anyone', 'born', 'us', 'aides', 'prepare', 'expanded', 'legal', 'fight']",39,69,31,11,150,2024-12-09T00:40:02.659Z,wsj.com,The Wall Street Journal,False
"The American tradition is that the nation has only one president at a time. Right now, that president looks like Donald Trump—because Joe Biden is ceding the job.",american tradition nation one president time right president looks like donald trumpbecause joe biden ceding job,"['american', 'tradition', 'nation', 'one', 'president', 'time', 'right', 'president', 'looks', 'like', 'donald', 'trumpbecause', 'joe', 'biden', 'ceding', 'job']",130,154,33,30,347,2024-12-08T22:12:02.555Z,wsj.com,The Wall Street Journal,False
"The billionaire gave $75 million to America PAC in the last two weeks of October alone, new federal election filings show ",billionaire gave million america pac last two weeks october alone new federal election filings show,"['billionaire', 'gave', 'million', 'america', 'pac', 'last', 'two', 'weeks', 'october', 'alone', 'new', 'federal', 'election', 'filings', 'show']",35,120,64,12,231,2024-12-08T21:00:09.151Z,wsj.com,The Wall Street Journal,False
Donald Trump’s pick for energy secretary says climate change poses only a modest threat to humanity. The biggest U.S. oil companies disagree.,donald trumps pick energy secretary says climate change poses modest threat humanity biggest us oil companies disagree,"['donald', 'trumps', 'pick', 'energy', 'secretary', 'says', 'climate', 'change', 'poses', 'modest', 'threat', 'humanity', 'biggest', 'us', 'oil', 'companies', 'disagree']",23,102,59,6,190,2024-12-08T19:34:03.250Z,wsj.com,The Wall Street Journal,False
"Hotels, restaurants, bars and other businesses lucky enough to be in the Eras Tour’s path often get a boost when Hurricane Taylor blows in.

From brunch and cocktails to friendship bracelets, here’s how one group of Swiftie friends splurged on an Eras Tour road trip. 🔗https://on.wsj.com/3ZJA2Gf",hotels restaurants bars businesses lucky enough eras tours path often get boost hurricane taylor blows brunch cocktails friendship bracelets heres one group swiftie friends splurged eras tour road trip,"['hotels', 'restaurants', 'bars', 'businesses', 'lucky', 'enough', 'eras', 'tours', 'path', 'often', 'get', 'boost', 'hurricane', 'taylor', 'blows', 'brunch', 'cocktails', 'friendship', 'bracelets', 'heres', 'one', 'group', 'swiftie', 'friends', 'splurged', 'eras', 'tour', 'road', 'trip']",2,54,7,1,64,2024-12-08T18:46:02.557Z,wsj.com,The Wall Street Journal,True
"Breaking: Assad is in Moscow and has been granted political asylum after fleeing Syria, according to Russian state media.",breaking assad moscow granted political asylum fleeing syria according russian state media,"['breaking', 'assad', 'moscow', 'granted', 'political', 'asylum', 'fleeing', 'syria', 'according', 'russian', 'state', 'media']",18,90,29,10,147,2024-12-08T18:14:11.458Z,wsj.com,The Wall Street Journal,False
"The fall of Syria's regime is bound to have a profound impact on the Middle East, and on the global balance of power",fall syrias regime bound profound impact middle east global balance power,"['fall', 'syrias', 'regime', 'bound', 'profound', 'impact', 'middle', 'east', 'global', 'balance', 'power']",9,105,24,2,140,2024-12-08T17:45:02.660Z,wsj.com,The Wall Street Journal,False
"Few House Republicans have been as ostentatiously loyal as Billy Long, the jovial Missouri auctioneer and former congressman who is the president-elect’s pick to run the IRS",house republicans ostentatiously loyal billy long jovial missouri auctioneer former congressman presidentelects pick run irs,"['house', 'republicans', 'ostentatiously', 'loyal', 'billy', 'long', 'jovial', 'missouri', 'auctioneer', 'former', 'congressman', 'presidentelects', 'pick', 'run', 'irs']",13,36,7,5,61,2024-12-08T17:20:02.767Z,wsj.com,The Wall Street Journal,False
